Tlab Total   Absorb Inelastic   SCX      DCX     Elastic
0  48.0182  46.8937  0.650933  0.467439  0.00608886  0  
10  164.486  28.5862  9.61939  4.00764  0.0223934  122.25  
20  229.146  34.058  13.5444  5.65837  0.0330285  175.853  
30  280.948  38.8399  17.1319  5.91356  0.0493263  218.945  
40  319.52  49.2137  31.0811  9.04137  0.0880921  229.984  
50  355.017  56.6326  47.2408  12.6446  0.126057  238.351  
60  401.734  76.3737  80.3364  17.8328  0.248805  226.942  
70  460.988  86.0593  95.1386  19.6373  0.293821  259.859  
80  532.098  95.3258  107.668  20.9061  0.375627  307.772  
90  609.695  116.832  136.823  23.3942  0.60613  331.874  
100  683.149  129.767  157.3  25.9247  0.680007  369.42  
110  741.595  143.15  177.65  28.1568  0.760742  391.877  
120  780.255  153.533  196.155  29.6225  0.87994  400.064  
130  800.805  167.949  211.214  30.8158  0.996692  389.573  
140  807.665  173.936  211.417  30.6286  0.980869  390.534  
150  805.168  177.955  212.918  30.6785  1.04555  382.927  
160  796.626  181.184  213.109  31.2794  1.17162  370.544  
170  784.33  180.933  212.891  31.6298  1.2667  358.038  
180  769.802  173.642  214.188  31.2558  1.32037  349.43  
190  754.04  161.798  216.457  30.9886  1.3903  343.302  
200  737.693  148.987  218.956  30.9776  1.45239  337.3  
210  721.186  119.878  220.304  31.68  1.44714  347.815  
220  704.792  106.184  221.56  32.5753  1.64552  343.303  
230  688.684  95.3915  224.315  32.4748  1.88836  335.8  
240  672.973  88.3155  224.766  31.9483  1.93714  327.028  
250  657.724  85.0147  223.504  31.9413  1.85097  315.729  
260  642.972  82.24  223.637  32.368  1.81477  302.901  
270  628.734  77.3354  222.675  32.5346  1.88572  294.306  
280  615.013  72.4478  220.308  32.877  2.03044  287.346  
290  601.803  69.6892  221.649  35.2389  2.14527  272.906  
300  589.092  67.6227  225.262  40.1951  2.32132  253.506  
310  576.865  65.171  225.17  45.4046  2.7344  238.687  
320  565.103  63.1977  221.739  48.0621  3.16327  229.335  
330  553.789  62.2852  217.376  49.3966  3.396  220.502  
340  542.903  62.0307  211.972  52.4171  3.60209  210.272  
350  532.425  61.7956  207.603  56.2315  3.96313  199.053  
360  522.338  61.0714  205.283  59.8106  4.3178  187.652  
370  512.621  58.3471  196.619  65.7601  4.69159  182.293  
380  503.258  58.5606  190.969  65.9406  4.98601  176.78  
390  494.232  58.5856  184.05  67.2924  5.15521  171.858  
400  485.525  57.2403  177.13  69.0264  5.30015  168.118  
410  477.123  55.6753  172.45  69.2201  5.60888  163.947  
420  469.011  54.6505  169.053  69.4345  6.09641  158.426  
430  461.175  53.8246  166.453  70.6719  6.60825  151.306  
440  453.602  53.6299  164.311  71.6733  6.9139  143.819  
450  446.279  53.9676  161.702  72.4924  7.0196  137.1  
460  439.195  53.0691  159.002  74.1079  6.85629  131.248  
470  432.338  51.2594  156.139  74.982  6.47898  127.29  
480  425.699  50.4383  152.984  73.8329  6.59818  123.747  
490  419.267  50.1395  150.477  73.0072  7.32841  117.609  
500  413.032  49.3193  149.441  73.9534  7.96058  109.793  
510  406.987  48.2808  148.85  75.167  8.29212  103.245  
520  401.123  47.3934  147.421  76.2082  8.45297  97.6959  
530  395.431  46.8665  145.601  77.7115  8.5099  91.0569  
540  389.906  46.5976  142.878  78.3687  8.60854  85.5908  
550  384.538  45.9378  138.981  77.2246  8.75117  83.6017  
560  379.323  44.8957  136.289  76.2627  8.8973  80.7353  
570  374.253  44.2017  135.796  76.5525  9.09415  73.8536  
580  369.323  43.8336  135.809  76.6712  9.24014  66.4096  
590  364.526  43.0991  134.454  76.0286  9.11231  62.6019  
600  359.859  41.8577  131.468  75.6336  8.71011  61.7553  
610  355.315  40.4907  129.145  75.7516  8.46653  59.569  
620  350.889  39.1902  128.718  75.9573  8.4492  55.2112  
630  346.578  38.1414  128.208  76.1216  8.46988  50.6493  
640  342.377  37.4538  126.902  75.473  8.87994  45.5555  
650  338.281  36.7019  126.162  74.3347  9.22473  40.2826  
660  334.287  36.0226  125.842  74.1265  8.99864  35.3853  
670  330.391  35.9124  125.287  74.56  8.99721  30.2961  
680  326.59  35.7297  124.57  74.4946  9.02609  27.1965  
690  322.88  34.9216  124.171  73.7244  8.54126  25.1327  
700  319.258  34.1759  124.593  73.0595  8.58375  20.0701  
710  315.72  33.9544  124.695  72.9878  9.24624  14.26  
720  312.264  33.7869  124.207  72.9205  9.28756  10.392  
730  308.888  33.9078  124.345  72.1925  8.93934  6.59665  
740  305.587  34.6864  124.746  71.3828  8.98792  1.88977  
750  302.361  35.3098  124.151  71.6342  9.17556  -2.81388  
