Tlab Total   Absorb Inelastic   SCX      DCX     Elastic
0  49.5997  46.8741  0.80912  1.86417  0.0523704  0  
10  163.786  28.7002  12.1553  15.9171  0.204141  106.424  
20  227.654  34.0333  17.37  22.8215  0.301171  153.087  
30  277.396  38.6459  22.9586  24.6537  0.475797  190.601  
40  319.52  48.2849  42.9242  38.6384  0.91716  188.652  
50  355.017  54.7252  65.123  54.0049  1.3583  179.784  
60  401.734  70.8871  109.653  75.3733  2.8369  143.008  
70  460.988  78.7126  129.089  82.223  3.5243  167.609  
80  532.098  86.22  145.425  86.5679  4.50992  209.552  
90  609.695  101.528  181.108  95.2345  7.04211  224.784  
100  683.149  109.377  204.288  103.343  8.31507  257.538  
110  741.595  117.061  225.741  109.497  9.36413  278.771  
120  780.255  122.888  243.908  113.53  10.4169  288.316  
130  800.805  131.861  259.138  118.819  11.5461  279.487  
140  807.665  136.041  260.178  117.801  11.2471  282.403  
150  805.168  139.136  261.491  117.24  11.8042  275.497  
160  796.626  141.25  261.259  118.858  13.0665  262.192  
170  784.33  140.9  259.565  119.362  14.382  250.12  
180  769.802  136.65  258.8  117.694  15.3019  241.356  
190  754.04  129.675  260.001  116.661  15.9147  231.787  
200  737.693  121.617  260.236  115.342  16.4201  224.089  
210  721.186  104.339  252.215  112.451  16.4475  235.548  
220  704.792  96.7851  249.902  114.812  18.2401  224.686  
230  688.684  90.5239  249.651  114.319  20.3625  213.535  
240  672.973  86.8322  247.159  110.652  20.7362  207.511  
250  657.724  86.2338  242.053  108.218  19.8781  200.996  
260  642.972  85.1459  237.779  109.073  19.5069  190.178  
270  628.734  81.7655  234.612  110.768  20.1278  179.799  
280  615.013  78.8965  231.779  109.803  20.8292  172.896  
290  601.803  77.3676  230.273  106.002  20.6427  167.462  
300  589.092  74.9798  228.228  103.01  19.9312  162.977  
310  576.865  71.6366  222.294  102.418  19.8274  160.57  
320  565.103  69.1183  214.728  100.134  20.0419  160.522  
330  553.789  67.57  208.399  95.0049  19.6704  161.697  
340  542.903  66.1824  201.762  91.1262  18.9672  162.443  
350  532.425  65.0078  194.933  88.7074  18.2856  162.16  
360  522.338  63.8181  188.998  85.6284  17.512  161.713  
370  512.621  59.4644  173.758  79.013  16.1781  177.608  
380  503.258  58.8136  166.772  76.7893  15.7111  178.118  
390  494.232  58.7335  160.694  76.1332  15.7547  174.861  
400  485.525  57.9544  155.547  76.1291  15.9705  170.603  
410  477.123  56.7756  152.623  76.0282  15.9311  165.314  
420  469.011  55.5334  150.6  76.1189  15.9998  159.256  
430  461.175  54.3258  149.232  76.8185  16.187  151.919  
440  453.602  53.9998  148.573  77.8688  16.3824  142.936  
450  446.279  54.3178  146.77  78.5877  16.4035  135.424  
460  439.195  52.9672  143.948  79.117  15.8956  131.398  
470  432.338  50.5013  141.633  79.2684  15.2539  128.446  
480  425.699  49.4645  139.456  78.3297  15.2666  124.237  
490  419.267  49.2717  137.21  77.2335  15.8273  118.696  
500  413.032  48.9445  136.678  77.2447  16.4428  111.264  
510  406.987  48.4734  137.19  78.1772  16.8374  102.766  
520  401.123  47.4001  136.168  79.7476  16.7763  95.509  
530  395.431  46.2926  133.966  81.9152  16.6382  89.2199  
540  389.906  45.7659  131.444  82.9417  16.5629  84.6384  
550  384.538  45.2422  128.969  81.6232  16.2447  82.812  
560  379.323  44.4122  128.141  80.1223  16.032  79.2697  
570  374.253  43.622  128.446  79.9529  16.1664  71.7357  
580  369.323  43.027  127.765  80.0712  16.3535  64.658  
590  364.526  42.2961  125.754  79.2085  16.2285  61.5686  
600  359.859  41.2427  122.903  77.6748  15.375  61.2857  
610  355.315  40.138  121.09  76.8979  14.1037  59.4843  
620  350.889  38.8916  121.935  77.056  13.3348  54.1111  
630  346.578  37.62  123.093  77.282  13.606  47.188  
640  342.377  36.9682  121.961  76.5229  14.7875  41.6401  
650  338.281  36.3916  119.971  75.0798  15.5172  38.87  
660  334.287  35.4334  119.199  74.5665  15.0811  35.7847  
670  330.391  34.8836  119.103  74.7871  14.5834  30.6001  
680  326.59  34.6639  118.656  74.9073  14.0928  27.3744  
690  322.88  34.162  118.089  74.9011  13.3938  25.7435  
700  319.258  33.7064  117.764  74.2297  13.754  21.6495  
710  315.72  33.5426  117.456  73.2536  14.8088  16.6062  
720  312.264  33.3864  117.483  73.0614  14.862  12.0058  
730  308.888  33.6395  118.104  73.0835  14.2126  6.73523  
740  305.587  34.3781  118.337  72.8637  13.6429  1.99615  
750  302.361  34.7915  117.699  73.4432  13.4543  -2.76431  
